epoch,train_loss,train_accuracy,"train_ChainResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=7))","train_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))",val_loss,val_accuracy,"val_ChainResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=7))","val_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))"
11,1.2003397763891006,0.7610948085784912,0.0242301028441399,0.06666780770684691,1.277676420571894,0.7584147453308105,0.0241586950737798,0.06329448756778212
12,1.221775039605243,0.7609407901763916,0.025578111731820466,0.06404369619152518,1.2861212787727205,0.7591660618782043,0.034404139103463266,0.06354462818119525
13,1.2198332153187037,0.7610495090484619,0.025246165750452344,0.06442286185041314,1.3594392109371862,0.7480465769767761,0.02104400176870814,0.06483647766870976
14,1.215500456116571,0.7596585750579834,0.028152873732661298,0.06328964256172205,1.3717804457928358,0.7570623755455017,0.03970536792250969,0.062142741871390114
15,1.2156191391562778,0.7595633864402771,0.026751021974942373,0.06472960164296683,1.252432481928406,0.7602930068969727,0.026812890543110778,0.06344246846105052
16,1.193277734277687,0.7579549551010132,0.022319073697103904,inf,1.277016732125754,0.7540571093559265,0.017154625666059548,0.058920913839085216
17,1.2004735049314237,0.7594999670982361,0.021150722625729507,0.06396853861169745,1.2351242967347313,0.7591284513473511,0.018675106458758653,0.06202037831678747
18,1.1917770437922552,0.761285126209259,0.020919361808190932,0.06372975351157076,1.2541289934536168,0.7563110589981079,0.019305423892482354,0.06067018421484916
19,1.2015652473239165,0.7596902847290039,0.018967239275305667,0.06510713915961988,1.2319188923256448,0.7599173784255981,0.015886234453928387,0.06909476171658183
20,1.1887734852914926,0.7615116834640503,0.02124767059104264,0.06465496421600438,1.2648701408351297,0.7592036128044128,0.03636378837597106,0.066223387139002
21,1.2053408535713088,0.7604967355728149,0.020625212265639195,0.06664125588439189,1.2692773647369904,0.753831684589386,0.014787938596639495,0.06731620027966131
22,1.200834439258485,0.7593867182731628,0.02019280598901247,0.06493070768027834,1.2261941872789306,0.7594665884971619,0.017245324355577858,0.06505599834246886
23,1.1939709414832063,0.7609090805053711,0.020553983969291697,0.06434013447500549,1.23939563002571,0.7533057928085327,0.023365794656110956,0.06492147380109048
24,1.2026770155795679,0.7614391446113586,0.02120770533796094,0.06436012613134542,1.2704309144286268,0.7523666620254517,0.01110864978787369,0.06385424739992099
25,1.1973080991809848,0.7605239152908325,0.020708009317390603,0.06348174398773686,1.22103211365851,0.7541322112083435,0.017358519996369132,0.061022220084100756
26,1.2139001697296774,0.7598035335540771,0.021435091711636975,0.06684683473532196,1.2143468572046408,0.7501502633094788,0.03451687011033911,0.06436160723611177
27,1.209624444386518,0.7610540390014648,0.021432419221327655,0.06395528687482487,1.20894855093338,0.7577009797096252,0.01885707784555084,0.06395012117506804
28,1.2062104062246908,0.7622003555297852,0.023446436563277384,0.06413680751704705,1.201674085095073,0.7608565092086792,0.025009204086408623,0.06672539066230185
29,1.2074537300030044,0.7610177993774414,0.02243520471334389,0.06447972362254864,1.2570883441980587,0.7560105323791504,0.04300769419047193,0.06150815011527904
30,1.1925103096046987,0.7621505260467529,0.022790585380420836,0.06432406040781583,1.2850991810170616,0.7577009797096252,0.019816480218407942,0.06215764986275716
31,1.211028405803527,0.76190584897995,0.02055032969044915,0.06374766927061956,1.3411157378561083,0.749661922454834,0.023430655073627796,0.06232576537806173
32,1.2023637325140542,0.7594274878501892,0.020365505792860294,0.06386958235302403,1.3837721010922825,0.7597671151161194,0.016678253414978774,0.0655793460659438
33,1.2012666280336353,0.7615207433700562,0.019765940706827134,0.06404523228218909,1.293162434777844,0.7573629021644592,0.02048185629367464,0.06508079278186772
34,1.2107986582501644,0.759812593460083,0.02082215521257943,0.06382197035179972,1.264708529303256,0.7565739750862122,0.022065922356088986,0.06118023896417698
35,1.1955578998292344,0.7608048319816589,0.02045479374431086,0.06314618114482731,1.2534115753797146,0.7600300312042236,0.017749039520281156,0.06633003765248997
36,1.2051698900819443,0.7613168358802795,0.018811016645731222,0.06417084396118898,1.2463109497796239,0.7569496631622314,0.02331550727826753,0.06801657079284296
37,1.2052209236236955,0.7606598734855652,0.018687529861784697,0.06514777202571585,1.2284502172664946,0.7460180521011353,0.0254804772944556,0.06086529129966695
38,1.1990443137456592,0.759681224822998,0.01864455983772901,0.06392416424322679,1.2333819800326822,0.7597295045852661,0.020623841660909747,0.06615755228344224
39,1.1904634232126619,0.76060551404953,0.019481754460117517,0.06385962502390918,1.202380571190815,0.757926344871521,0.023886771307727414,0.06229027215536539
40,1.1918843212792765,0.7614300847053528,0.019220642527009005,0.06442963394921493,1.274326182199273,0.7489857077598572,0.026347847727986127,0.06141966203408354
41,1.1959352719947125,0.7611355781555176,0.018743280182937826,0.0647182113428104,1.184718473556395,0.7576258182525635,0.020589162776996562,0.06265971276302935
42,1.188145512720695,0.7602112889289856,0.018523444679840347,0.06374878882906342,1.1761114011938887,0.7527798414230347,0.01982634535629937,0.06406417741768228
43,1.198493772337374,0.758892834186554,0.018786454146087584,0.06351961184509027,1.4826726078421155,0.7601427435874939,0.026009757797439376,0.06398438642369235
44,1.182788544992422,0.7611219882965088,0.018515980907538202,0.06356260015648181,1.2074436258299939,0.757325291633606,0.019547776651346018,0.0646887524971259
45,1.193097201563471,0.7609906196594238,0.018368418640980624,0.06379571267533454,1.2734632644863548,0.7541698217391968,0.018792136285576407,0.06809439196488254
46,1.2036834956307432,0.7607550024986267,0.018989586502196898,0.06380575595265052,1.200335390687188,0.7598422169685364,0.016372373579475515,0.06233336563052067
47,1.196950000632432,0.7614980936050415,0.019171238173294324,0.06383713941221558,1.4041804442031875,0.7588279247283936,0.014308973338605795,0.060450752788686495
48,1.1962524684143645,0.7616022825241089,0.018393707225288335,0.0631090624761258,1.2507993436220246,0.7536814212799072,0.019185928282071107,0.06446429807052438
49,1.1889499043165699,0.7616702318191528,0.01855090443549838,0.06353478372945338,1.216528063541483,0.7522163987159729,0.016757758179177212,0.0682298210033303
50,1.1934595107002144,0.7613213658332825,0.018630548276854786,0.06319419984000382,1.2898591710251457,0.7591660618782043,0.01702668987402395,0.061155320670970806
51,1.2055824633092476,0.7615479230880737,0.019084982469369054,0.06520589669439214,1.2135772511489809,0.757250189781189,0.022793463480390602,0.06389382451977595
52,1.1838439610321332,0.7605103254318237,0.018959912475832258,0.06404356100643725,1.261698956924374,0.7598797678947449,0.021814646476821374,0.06250652782419786
53,1.2058774482448882,0.7597038745880127,0.018846677053121593,0.06336484393550601,1.3610100960446228,0.7595041394233704,0.01656290426611263,0.06399209741602607
54,1.2099995413472997,0.7616022825241089,0.018573395820342203,0.06386073442525242,1.2155647510591183,0.757926344871521,0.021864922015697924,0.0643662816245106
55,1.2041944603632466,0.7619375586509705,0.018548540791646265,0.06473743636579202,1.2961687435329041,0.7571750283241272,0.019790955223683824,0.06458956818256421
56,1.1960568025678635,0.7615026235580444,0.01888247244063598,0.06437090258735426,1.2277816434605795,0.7608565092086792,0.014967052694310479,0.06882255326891054
57,1.1968171516434905,0.7588520646095276,0.018596796015179114,0.06363769319545051,1.19149181502716,0.7604808211326599,0.0156384507056135,0.06476808668913232
58,1.2040542518995816,0.7611355781555176,0.018298634315404728,0.0635990249767881,1.2381700228988337,0.7532682418823242,0.014887242029421743,0.06545966886399446
59,1.191556279151424,0.7617472410202026,0.020219782883850616,0.06448544125033605,1.2100992375671542,0.75469571352005,0.01367914467207615,0.06525827965907599
60,1.199599592839907,0.7603427171707153,0.0187676234167414,0.06320842397123026,1.2136902783780288,0.7491359710693359,0.017545044558753123,0.06492976107790417
61,1.1977818623863161,0.7601025700569153,0.019115587157157353,0.06365920939615388,1.2404894467554843,0.7448534965515137,0.015597977649172905,0.06587706493730304
62,1.2177112159568835,0.7586300373077393,0.018176300897560917,0.06407606837423589,1.299482563075409,0.7580390572547913,0.019610059634704823,0.06212223714503557
63,1.2010886575582331,0.7603336572647095,inf,0.06355172413355847,1.2481964647379846,0.757588267326355,0.01836560918139173,0.06171778598024792
64,1.1916760728741775,0.7603336572647095,0.018565265448458476,0.0630203438005585,1.2796926722677895,0.7591660618782043,0.02015207003235726,0.06304506166369246
65,1.2025893967468806,0.7607323527336121,0.01855030481356902,0.06389328237590595,1.2394443650123772,0.7514650821685791,0.01410694728833833,0.06443067977590539
66,1.1916030454815443,0.7610177993774414,0.01840413779330602,0.06435538262871825,1.187067761626861,0.7592411637306213,0.022251649518519344,0.061817813229251214
67,1.2021270964404296,0.7606009840965271,0.018348148347586978,0.06343514803818001,1.2383900871266613,0.7586025595664978,0.019263413864934235,0.06274689163662624
68,1.1869778750625903,0.7613666653633118,0.018318178239462198,0.06415397861942383,1.2288702539341592,0.7601427435874939,0.019376115456530847,0.06102958428577397
69,1.211854750886766,0.7611265182495117,inf,0.06427171426398307,1.2501840578320964,0.7534560561180115,0.023735614292852928,0.06117923975537259
70,1.2137845716775197,0.7594501376152039,0.018344196244791024,0.0631478832334875,1.299026233668309,0.7586025595664978,0.01556904002671209,0.06408378420393371
71,1.209751331330067,0.7600119709968567,0.018223161113923754,0.06372871612088252,1.3614788204312418,0.7535311579704285,0.017102225579042486,0.06391418317149303
72,1.192849183989781,0.7608229517936707,0.01810804800541333,0.06359875533537282,1.3374443692101685,0.758527398109436,0.01664785650324694,0.06416634369479325
73,1.1986070333468362,0.7607459425926208,0.0185329940282851,0.06348286682560332,1.3587272991008352,0.7598046660423279,0.013591912523128314,0.06299105557528409
74,1.1980542134099408,0.7612579464912415,0.01767893572661651,0.06370946135535965,1.3417033449684739,0.7585650086402893,0.016122535406131615,0.058760337742163625
75,1.1885716411822729,0.7607912421226501,0.018142791768634363,0.06339530013832576,1.3083368600856928,0.7525544762611389,0.020275851257708893,0.0644824186110879
76,1.1998499111591072,0.7604650259017944,0.01847453494959682,0.06345787197735762,1.2569184246470366,0.7568745017051697,0.018646330574799166,0.0626876980772084
77,1.2030234145217569,0.7620145678520203,0.018161543951254085,0.06335527278117822,1.199855309670169,0.7600300312042236,0.020204247637866015,0.06075901762960156
78,1.1982122691270283,0.761529803276062,0.018309364449569085,0.06331216121815328,1.2425389056156484,0.7590909004211426,0.017666536401117733,0.06290553524987764
79,1.2161807325976142,0.7611174583435059,0.018160311195795486,0.06417395130521486,1.2115114500432196,0.7545454502105713,0.021327390117076992,0.061417791659454976
80,1.1985315031713049,0.7599123120307922,0.018082661949377802,0.06314113887313536,1.3310580715038043,0.7589030861854553,0.01788034295197932,0.060837963503494435
81,1.2015963529392417,0.7612398266792297,0.01865467452219512,0.06225175344678686,1.3933742918042005,0.7564237117767334,0.01540432539124631,0.06505739752621574
82,1.1954393766093498,0.7605738043785095,0.018219408805396065,0.06378938425508449,1.2316062259908058,0.7519158720970154,0.016631255812823455,0.06328460949809611
83,1.1876704480378464,0.7595226168632507,0.018129775387269058,0.06291990729250076,1.4591934581778632,0.7487227916717529,0.021829018618333786,0.061282082857113014
84,1.1983313270652074,0.7610721588134766,0.01793930151137118,0.06328699465569548,1.3275576592307543,0.7589406371116638,0.019284228590082993,0.06357081961868555
85,1.213732838200751,0.7599530816078186,0.018147895871106937,0.0635300656423515,1.2354834841219555,0.7598046660423279,0.017367836443680312,0.06324103044316093
86,1.2111741225226873,0.7606508135795593,0.01791486466599349,0.06316712820629003,1.2417867169080206,0.7473328113555908,0.01586266999211905,0.06388573468050217
87,1.418196947744692,0.7587116360664368,0.01855909485042192,0.06417075678320439,1.3483078666835793,0.753155529499054,0.01663359491947136,0.05851268258324281
88,1.2856815081744228,0.7603381872177124,0.01825698216376622,0.06250419301510267,1.2933306511387606,0.7579639554023743,0.021212842101992497,0.06069710238276774
89,1.2536198279193655,0.7613394856452942,0.018322413909832674,0.06265103909219845,1.3466784581070996,0.7590909004211426,0.019631500732270338,0.06480681067482036
90,1.2509556936240696,0.7608229517936707,0.01804723144317723,0.06295914613069875,1.2771492713358628,0.753230631351471,0.019743692428670464,0.06544902617918616
91,1.2569721526093884,0.7600663304328918,0.018565553536625985,0.06293074396235267,1.401922014547752,0.7536438703536987,0.018735681443473054,0.06299147522112539
92,1.2389866485328598,0.760542094707489,0.01853553838198774,0.06284823159409043,1.9087292715390578,0.7562735080718994,0.018580015785736013,0.06565580666748233
93,1.2689037323803167,0.7618696093559265,0.02037672238609991,0.06301040569250399,1.5126592376475236,0.7589030861854553,0.018276904173895454,0.06400538037258582
94,1.246365580469874,0.7600618004798889,0.018405428098076815,0.06314499319675762,1.414927874472621,0.7531930804252625,0.017961329408416864,0.0614003297297257
95,1.2810695741726612,0.7596585750579834,0.018523581629895314,0.06249792840695106,1.355695265230738,0.75469571352005,0.015716874389998144,0.06153714010240104
96,1.240933159344295,0.7607867121696472,0.018671381665979602,0.06337734675701191,1.527727963762274,0.7525544762611389,0.014894467259837618,0.0658654372504506
97,1.2284963743045934,0.7605964541435242,0.01814826900791172,0.06314532633143859,1.6721030401372698,0.7537941336631775,0.01900999312914447,0.06256649638060124
98,1.230599020897062,0.7601976990699768,0.02013217109312516,0.0634956216844017,1.4449223138269505,0.7583020329475403,0.01638280043081075,0.06251828956458294
99,1.2175016644398347,0.761221706867218,0.018302512118781988,0.06311102411742196,1.6145827182471337,0.7564613223075867,0.01576211508946896,0.06025379317875943
100,1.2201146746690463,0.7591556310653687,0.017880310346363084,0.06324572102685794,1.5860724713104952,0.7589030861854553,0.017896659689335716,0.062087843671293094
