epoch,train_loss,train_accuracy,"train_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=22))","train_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))",val_loss,val_accuracy,"val_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=22))","val_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))"
79,1.1355769395641289,0.847651481628418,0.02638597852328136,0.018935572362034924,1.2160525025823472,0.8489105701446533,0.03012115296013397,0.022884924599375772
80,1.0700389093655402,0.848394513130188,inf,0.019781792035177086,1.1789097850198171,0.8492862582206726,inf,0.017923545072422945
81,1.059536002307148,0.8476922512054443,inf,0.01931290645200369,1.1594797530725325,0.8470698595046997,0.01845429998212775,0.018752622640797707
82,1.0778720476080956,0.8493414521217346,0.029435682699848628,0.02020703955996582,1.1630296457559275,0.8495492339134216,0.06088152543746214,0.019406307918411615
83,1.0601582973461454,0.8493278622627258,0.02578488097900032,0.0189551441953453,1.44777277018177,0.8501878380775452,0.02123876160752054,0.020892547413627095
84,1.0542232937645057,0.8483039140701294,0.027109263300588247,0.020384573187205428,1.343297271484434,0.8502253890037537,0.022209039255350577,0.021858789157648866
85,1.1042925626076598,0.8489880561828613,0.02644815438341896,0.01936789191615241,1.2500880862211063,0.8495492339134216,0.02268991395660354,0.01732895199445662
86,1.0675184836875302,0.8481951355934143,inf,0.019322446827583776,1.4119338181155392,0.8300526142120361,0.022506206339784392,0.017717572274874693
87,1.092582045849741,0.8489744663238525,inf,inf,1.4887428716772897,0.8498121500015259,0.02270383539775385,0.01944333583549109
88,1.070171940707989,0.8490650653839111,0.02580312019387862,0.019647414994702114,1.5611901945870135,0.8472952842712402,0.025514145130597517,0.017222670856735196
89,1.053473709804207,0.8491964340209961,inf,0.019861197025252797,1.4742319212750647,0.8478963375091553,0.0255833758572024,0.020763893724853887
90,1.0704575954677136,0.8471304178237915,0.02633049150104907,0.01959173018229316,1.336778903045736,0.8503005504608154,0.028481344852491222,0.01866941255317379
91,1.0840398587278017,0.8494909405708313,inf,0.018753835232372396,1.2525530261917739,0.8487227559089661,0.02079976306242101,0.019238222091593208
92,1.0583017893234432,0.8505602478981018,0.026258749508199564,0.019491572857859574,1.6196939097748069,0.8271976113319397,0.025387472738465613,0.026572462071709456
93,1.0625082348577823,0.8508003950119019,0.026635791319627476,0.019638328033459655,1.239667102136911,0.8495867848396301,0.023053728596138717,0.0163729842880284
94,1.0579777959276488,0.8505375981330872,0.02484151486715531,0.019519104772202093,1.2616961124638513,0.8505259156227112,0.024125994936576592,0.023521545190133605
95,1.0842691598989247,0.8495498895645142,0.025147130592059058,0.019172656808248825,1.1426651101167264,0.8477084636688232,0.024215338155456498,0.023647070386375153
96,1.0779101483108868,0.8488747477531433,0.025355445335469077,0.019338914163589297,1.1373612273202016,0.8465063571929932,0.028935034826932927,0.0163461787724331
97,1.0736284698689809,0.8485349416732788,0.027370539022637527,0.019191420833228005,1.479843535400264,0.8432381749153137,0.01803335413120465,0.023083427919514586
98,1.0698241901211258,0.8485711812973022,0.026660594583548337,0.019423910705871756,1.4351506686772633,0.8503005504608154,0.026705522223954167,0.021193750857214057
99,1.1624167907631184,0.8487750887870789,0.02803937718592465,0.019609301932186688,1.6175671975382198,0.8466566205024719,0.033626348212805295,0.016661006954446653
100,1.2087497350218679,0.8471440076828003,0.026683253389748952,0.019194708010314334,2.2184667428407154,0.8225018978118896,0.02240895979089351,0.02187419156248648
