epoch,train_loss,train_accuracy,"train_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))",val_loss,val_accuracy,"val_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))"
31,0.9855341790671304,0.85362309217453,0.014837116973768367,1.1774357507004978,0.8537565469741821,0.016406402959452046
32,0.9902425488830519,0.8554036617279053,0.014830688633610405,1.131748411290561,0.8389557003974915,0.014031150124289772
33,0.9833619728776525,0.8558295965194702,0.014998816204954668,1.0348787000131425,0.8493613600730896,0.013720036008323395
34,0.9817237977884017,0.8548826575279236,0.0152279614878425,0.9975461795157871,0.8530803918838501,0.019255378575977065
35,0.9745120975593415,0.8557117581367493,0.015399039400854794,1.05888087831482,0.8517280220985413,0.011277751033774217
36,0.9885283692061139,0.8543842434883118,0.014897069544787166,1.0614380453413266,0.8541697859764099,0.01374665610748361
37,0.9785038808476065,0.8556256890296936,0.01482649560712085,1.0081584879955336,0.8531554937362671,0.019511127034792745
38,0.9868799032605683,0.8547240495681763,0.01512022405131201,1.0394129953216558,0.8575507402420044,0.021218340300347988
39,1.0038677022233702,0.8550638556480408,0.014812197130928182,1.0620569764011358,0.8372276425361633,0.01885868976642559
40,0.9948940238365774,0.8550910353660583,0.01535233099443066,1.0574106686280464,0.8470698595046997,0.018832163741517558
41,0.9916142438568747,0.8549098372459412,0.01491299766628343,1.0275156097739637,0.8549211025238037,0.02041872463852873
42,0.9897434573170605,0.8542029857635498,0.014912648681059803,1.0646335923218198,0.8448535203933716,0.013118938055541153
43,0.9939468317555199,0.854873538017273,0.014871333467321553,1.030588431983487,0.8578888177871704,0.014042752402897915
44,0.9893164527711132,0.8553900718688965,0.014712228179718114,1.0137767252449805,0.8570623397827148,0.01666180699540059
45,0.9951050152126777,0.8555894494056702,0.015285778403202457,1.0526668801351171,0.8523666262626648,0.02403194909791531
46,1.005623679642532,0.8562871813774109,0.01636359050310561,1.0483346403278808,0.8515777587890625,0.01610861651491263
47,0.9894279848886499,0.856101393699646,0.01734333928101201,1.0093493329888412,0.8577761054039001,0.01459982797696993
48,0.9993967551414265,0.855970025062561,0.0176379666286071,1.0392754948582317,0.8495492339134216,0.022198956826882475
49,0.9815088634193069,0.8556438088417053,0.017498704512375042,1.0076190987183749,0.8556724190711975,0.01346909799495665
50,0.9909828974302551,0.8549687266349792,0.017316729134936672,1.0403800219999089,0.8578136563301086,0.017257531150048522
51,0.9930781277628576,0.8554534912109375,0.01740298921142543,1.1755166657381935,0.8508264422416687,0.021183871330424427
52,0.9827809926389327,0.855421781539917,0.017362517947988487,1.0021599402273507,0.859203577041626,0.01942528523590111
53,0.9963763909668124,0.8555305600166321,0.017157259876970143,1.2526003183802623,0.8505259156227112,0.017643449960363284
54,1.0061115431817171,0.8554534912109375,0.017210696952620144,1.2185346398089614,0.8579263687133789,0.02711734596876082
55,1.0082987770813476,0.8540897369384766,0.02374000523809786,1.1962904242107468,0.8564237356185913,0.017398075441807805
56,1.0067634314496987,0.8553946018218994,0.01732036350950583,1.0480242518061709,0.8519534468650818,0.020166714743314763
57,0.9883259562566157,0.8544884324073792,0.017937772047873817,1.0271966030448787,0.8582268953323364,0.017366644259715826
58,1.0110913457616901,0.8553628921508789,0.017350098091320067,1.129399168999473,0.8446656465530396,0.014013340766417151
59,1.004654383002568,0.854982316493988,0.017432937012644277,1.2090981476138896,0.8498873114585876,0.014465132772330568
60,1.0050566174614386,0.8555033802986145,0.017342407150680306,1.0248396801122666,0.8471074104309082,0.016772011931020854
61,1.003082864761167,0.8551816344261169,0.017421848806522786,1.6114403618753335,0.8026295900344849,0.0139448513412767
62,1.0062422764102938,0.8547919988632202,0.026588622837538524,1.0375149815787719,0.8576633930206299,0.016222289175000057
63,0.9981777473412502,0.8556891083717346,0.01751643346959033,1.05818960425322,0.8524417877197266,0.0152449528619112
64,0.9898284959509194,0.8556438088417053,0.01753909854996408,1.2107439516341052,0.8566491603851318,0.019962704208991836
65,1.0099257660827123,0.8558295965194702,0.017712940993469803,2.106542351402126,0.8401577472686768,0.01387242536858077
66,0.9815513874513434,0.855358362197876,0.017416301321557467,1.3265077474916427,0.8568369746208191,0.02026447428374731
67,0.999252370660711,0.8561965823173523,0.017472624596557414,1.1284137858722267,0.8565364480018616,0.01628354189503366
68,1.0103171139386835,0.8547829389572144,0.017394238117716124,1.7457515145766853,0.851277232170105,0.016396089580060873
69,1.015152661188115,0.8546334505081177,0.017227585056766602,1.6082932666781158,0.8506386280059814,0.01948024891459186
70,1.0023576426380638,0.8555033802986145,0.017261481442234217,1.5871239927142111,0.856235921382904,0.019416191634374143
71,1.0074074139171356,0.8550774455070496,0.023834332295686607,1.3208319997437035,0.8555597066879272,0.015935160532718946
72,1.026030783208574,0.8558068871498108,0.017321471123108265,1.6120820405683929,0.8564988970756531,0.017088854012369106
73,1.0351414826016625,0.8553357124328613,0.01730134854037505,1.1008815907636764,0.8513147830963135,inf
74,1.0636959621016346,0.85566645860672,0.01698326059052295,1.1343917679767783,0.8555597066879272,0.019243598621796795
75,1.0098378248893993,0.8549053072929382,0.01745511979015546,1.3179411944409924,0.8556724190711975,0.019895288031733245
76,1.0134824039360242,0.8547784090042114,0.017406409911114615,1.3794361211679487,0.855634868144989,0.018786942895083505
77,1.0311966222066025,0.8550094962120056,0.017631616641598565,1.2710254333300233,0.8494365215301514,0.01993764994980453
78,1.0067663773266462,0.855226993560791,0.017372332087035893,1.1290095503949904,0.8571750521659851,0.01626630936805486
79,1.005238648906936,0.8555577397346497,0.01734832533565721,1.3252588703259578,0.8569872379302979,0.017478070794579817
80,0.9964517861541498,0.8554580211639404,0.017247120452047886,1.7092342300287122,0.8568745255470276,0.01609125640029849
81,1.0097303046665578,0.8556528687477112,0.0172121451820864,1.3245253568564066,0.8483095169067383,0.018522430868709788
82,1.0047777629081762,0.8552496433258057,0.01807328226550601,1.1394109461654571,0.8510518670082092,0.018060885466538466
83,0.9953051301853697,0.8547557592391968,0.01724258023946239,1.0835806482606598,0.8519158363342285,0.024036991222839123
84,1.0076967256314788,0.8551000952720642,0.017225644014343764,1.2879214676518136,0.8523290753364563,0.01820237004547469
85,1.017146591757661,0.8550547957420349,0.017222043253856442,1.2258558362974907,0.8561607599258423,0.015829257422316795
86,1.0439353514065872,0.8544159531593323,0.017233283190208448,1.6628038752457985,0.8485349416732788,0.015994605260372528
87,1.034066834138,0.8540761470794678,0.01719277712845372,1.4611723959581593,0.8537189960479736,0.015622785475711226
88,1.0280316808891095,0.8536321520805359,inf,1.5777610819836458,0.8474830985069275,0.015276103460488199
89,1.030872292591339,0.8548554182052612,0.01794947707011964,1.6498702236247578,0.8504883646965027,0.01850687574119947
90,1.0361358057300278,0.8547829389572144,0.018341355342465993,1.7873510928184235,0.8487603068351746,0.015234002819308987
91,1.0373990581092642,0.8542256355285645,0.01827747609556342,1.583549449005814,0.8503756523132324,0.01856588351990632
92,1.0640123814633375,0.8547104597091675,0.01814115646404937,1.6758290985176887,0.855972945690155,0.018294464458118786
93,1.0159195972479893,0.8545518517494202,0.017399555929229326,1.3739643184505181,0.8507888913154602,0.016165023727941548
94,1.019414536356738,0.8543525338172913,0.017209505554324565,1.7172302764913052,0.8574380278587341,0.026549962570505164
95,1.0182531633129799,0.8541214466094971,0.017410806546478606,1.8804265273207783,0.842749834060669,0.019351532570363185
96,1.0263213141522531,0.854873538017273,0.017473209882399702,2.1446467800213127,0.8557475805282593,0.011907527426711651
97,1.0302893909541044,0.8539084792137146,0.01706322722726957,1.885408463425764,0.8548835515975952,0.018608417285135268
98,1.0261849702488801,0.8536366820335388,0.017330316204158862,1.6595999232630692,0.8500375747680664,0.018064014414415002
99,1.0473691668518943,0.8530431389808655,0.017291686803384318,1.9276186195756855,0.8459429144859314,0.015599028767293605
100,1.0388128095965332,0.8542165756225586,0.017215011579644907,1.4389291550176215,0.8552591800689697,0.01890153863031141
