trace_id;activity_ids
206546;4,5,6,7,7,7,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,14,15,13,15,15,15,18,16,17,19,15
206549;4,5,6,7,7,8,9,10,11,12,13,7,13,14,15,13,15,25,22,15
206552;4,5,22
206555;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,7
206558;4,5,24,24,6,7,24,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,20,9,11,12,13,13,13,13,13,13,13,13
206561;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,20,23,13
206564;4,5,24,24,6,7,24,7,7,7,7,7,8,9,10,11,12,13,7,13,20,9,11,12,13,13,13,13,13,13,13,9,20,11,12,13,13,13,13,13,13,13,13,13,14,15,13,15,15,15,26,15,26,26,26,26,26,26,26,15,26,15,15,15,16,17,19,18,15
206567;4,5,24,24,6,7,24,7,7,7,7,7,7,7,7,7,8,9,10,11,12,13,7,13,20,9,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,20,23
206570;4,5,22
206573;4,5,24,24,22,24
206576;4,5,6,7,7,8,10,9,11,12,13,7,13,20,9,11,12,13,13,13,9,20,11,12,13,13,13,13,13,9,20,11,12,13,13,13,13,13,20,23,13
206579;4,5,6,7,7,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,20,9,11,12,13,13,13,13,13,13,13,13,13,13,13,20,23
206582;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,7
206585;4,5,22
206588;4,5,6,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,23,20
206591;4,5,22
206594;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,14,15,13,15,15,15,17,19,18,16,15
206597;4,5,6,7,7,7,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,14,15,13,15,25,22,15
206600;4,5,6,7,7,7,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,13,13,13
206603;4,5,22
206606;4,5,6,7,7,7,7,7,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,20,23
206609;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,14,15,13,15,15,15,19,16,18,17,15
206612;4,5,22
206615;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,14,15,13,15,26,15,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,15,26,15,15,15,15,15,9,20,11,12,26,15,26,26,26,26,26,26,26,26,26,14,15,26,15,17,16,18,19,15
206618;4,5,22
206621;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,14,15,13,15,25,22,15
206624;4,5,6,7,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,14,15,13,15,26,15,26,26,26,26,26,26,26,15,26,15,18,17,16,19,15
206627;4,5,6,7,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,14,15,13,15,17,19,16,18,15
206630;4,5,22
206633;4,5,24,24,6,7,24,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,14,15,13,15,15,15,26,15,26,26,26,26,26,15,26,15,18,17,16,19,15
206636;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,20,9,11,12,13,13,13,13,13,13
206639;4,5,24,24,6,7,24,7,22,7
206642;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,20,23
206645;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,14,15,13,15,15,15,15,15,15,15,26,15,26,26,26,26,26,15,26,15,15,15,15,15,26,15,26,26,26,26,26,26,26,15,26,15,20,9,11,12,26,15,26,26,26,26,26,26,26,26,26,14,15,26,15,15,15,15,15,18,17,16,19,15
206648;4,5,6,7,7,23,7
206651;4,5,22
206654;4,5,22
206657;4,5,22
206660;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,20,9,11,12,13,13,13,13,13,13,13,14,15,13,15,18,16,17,19,15
206663;4,5,22
206666;4,5,22
206669;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,8,9,10,11,12,13,7,13,20,23,13
206672;4,5,24,24,24,24,6,7,24,7,8,10,9,11,12,13,7,13,13,13,23,20,13
206679;4,5,22
206682;4,5,24,24,24,24,22,24
206685;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23
206688;4,5,24,24,22,24
206691;4,5,6,7,7,23,7
206694;4,5,24,24,22,24
206697;4,5,24,24,22,24
206700;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,23,20
206703;4,5,22
206706;4,5,24,24,6,7,24,7,8,9,10,11,12,13,7,13,9,20,11,12,13,13,13,13,13,13,13,13,13,20,23,13
206709;4,5,6,7,7,8,9,10,11,12,13,7,13,23,20,13
206712;4,5,6,7,7,8,22,7
206715;4,5,24,24,22,24
206718;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,13,13,14,15,13,15,15,15,26,15,26,26,26,26,26,26,26,26,26,15,26,15,15,15,15,15,26,15,26,26,26,15,26,15,17,18,16,19,15
206721;4,5,24,24,6,7,24,7,7,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,20,9,11,12,13,13,13,13,13,13,13,13,13,13,13,13
206724;4,5,24,24,22,24
206727;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,14,15,13,15,22,25,15
206730;4,5,24,24,22,24
206733;4,5,6,7,7,7,7,7,7,7,7,8,10,9,11,12,13,7,13,20,9,11,12,13,13,13,13,13,14,15,13,15,18,17,16,19,15
206736;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,9,20,11,12,13,13,13,13,13,13,13,13,13,20,23,13
206739;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23
206742;4,5,22
206745;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,23,20
206748;4,5,6,7,7,7,7,7,7,7,7,8,7,7,7,7,23,7
206751;4,5,24,24,6,7,24,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,23,20,13
206754;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,14,15,13,15,22,25,15
206757;4,5,22
206760;4,5,22
206763;4,5,6,7,7,8,9,10,11,12,13,7,13,20,9,11,12,13,13,13,13,13,13,13,14,15,13,15,22,25,15
206766;4,5,6,7,7,7,7,22,7
206769;4,5,22
206772;4,5,24,24,6,7,24,7,7,7,7,7,7,7,7,7,7,7,22,7
206775;4,5,6,7,7,23,7
206778;4,5,6,7,7,8,10,9,11,12,13,7,13,20,9,11,12,13,13,13,13,13,13,13,13,13,14,15,13,15,25,22,15
206781;4,5,24,24,22,24
206784;4,5,27,27,27,27,27,27,22,27
206787;4,5,24,24,24,24,6,7,24,7,7,7,8,7,7,7,7,7,7,7,7,7,7,23,7
206790;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,13,13,14,15,13,15,26,15,26,26,26,15,26,15,22,25,15
206793;4,5,6,7,7,8,10,9,11,12,13,7,13,14,15,13,15,26,15,26,26,26,26,26,26,26,15,26,15,19,17,16,18,15
206796;4,5,6,7,7,7,7,7,7,23,7
206799;4,5,6,7,7,22,7
206802;4,5,22
206805;4,5,24,24,22,24
206808;4,5,22
206811;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,14,15,13,15,18,16,19,17,15
206814;4,5,24,24,22,24
206817;4,5,24,24,22,24
206820;4,5,22
206823;4,5,22
206826;4,5,22
206829;4,5,22
206832;4,5,24,24,22,24
206835;4,5,24,24,6,7,24,7,22,7
206838;4,5,24,24,6,7,24,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,14,15,13,15,26,15,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,15,26,15,15,15,26,15,26,26,26,26,26,15,26,15,26,15,26,26,26,26,26,26,26,26,26,15,26,15,15,15,26,15,26,26,26,23,20,26
206841;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,23,7
206844;4,5,22
206847;4,5,24,24,6,7,24,7,22,7
206850;4,5,24,24,22,24
206853;4,5,24,24,6,7,24,7,7,7,7,7,23
206856;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,20,23
206859;4,5,22
206862;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,23,20
206865;4,5,6,7,7,8,10,9,11,12,13,7,13,14,15,13,15,26,15,26,26,26,15,26,15,26,15,26,26,26,26,26,26,26,15,26,15,15,15,15,15,18,19,16,17,15
206868;4,5,24,24,22,24
206871;4,5,24,24,22,24
206874;4,5,6,7,7,7,7,22,7
206877;4,5,24,24,6,7,24,7,22,7
206880;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,14,15,13,15,22,25,15
206883;4,5,24,24,6,7,24,7,7,7,8,10,9,11,12,13,7,13,20,9,11,12,13,13,13,13,13,14,15,13,15,18,17,19,16,15
206886;4,5,24,24,6,7,24,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,20,9,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,9,20,11,12,13,13,13,13,13,13
206889;4,5,24,24,22,24
206892;4,5,22
206895;4,5,22
206898;4,5,24,24,6,7,24,7,8,9,10,11,12,13,7,13,9,20,11,12,13,13,13,13,13,13,13,13,13,9,20,11,12,13,13,13,14,15,13,15,18,16,17,19,15
206901;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,14,15,13,15,26,15,26,26,26,26,26,26,26,26,26,26,26,26,26,15,26,15,26,15,26,26,26,26,26,15,26,15,17,18,19,16,15
206904;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,14,15,13,15,18,17,16,19,15
206907;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,14,15,13,15,16,17,18,19,15
206910;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,15,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,18,17,19,15
206913;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,20,23
206916;4,5,6,7,7,7,7,7,7,7,7,7,7,23
206919;4,5,22
206922;4,5,6,7,7,7,7,7,7,7,7,23,7
206925;4,5,6,7,7,8,9,10,11,12,13,7,13,14,15,13,15,26,15,26,26,26,26,26,15,26,15,26,15,26,26,26,15,26,15,25,22,15
206928;4,5,24,24,6,7,24,7,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,14,15,13,15,15,15,15,15,18,16,17,19,15
206931;4,5,24,24,22,24
206934;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,14,15,13,15,22,25,15
206937;4,5,24,24,6,7,24,7,7,7,8,9,10,11,12,13,7,13,9,20,11,12,13,13,13,14,15,13,15,26,15,26,26,26,15,26,15,26,15,26,26,26,26,26,26,26,26,26,26,26,15,26,15,20,9,11,12,26,15,26,14,15,26,15,16,18,17,19,15
206940;4,5,22
206943;4,5,6,7,7,7,7,8,22,7
206946;4,5,24,24,22,24
206949;4,5,22
206952;4,5,24,24,24,24,6,7,24,7,7,7,7,7,7,7,7,7,7,7,7,7,8,10,9,11,12,13,7,13,20,9,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,15,13,15,25,22,15
206955;4,5,24,24,22,24
206958;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,14,15,13,15,18,19,17,16,15
206961;4,5,22
206964;4,5,6,7,7,7,7,23,7
206967;4,5,22
206970;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,7
206973;4,5,24,24,6,7,24,7,7,7,7,7,7,7,7,7,7,7,22,7
206976;4,5,22
206979;4,5,22
206999;4,5,24,24,6,7,24,7,8,9,10,11,12,13,7,13,14,15,13,15,18,19,17,16,15
207002;4,5,6,7,7,22,7
207005;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,20,9,11,12,13,13,13,13,13,13,13,13,13,14,15,13,15,15,15,19,17,18,16,15
207008;4,5,22
207011;4,5,24,24,6,7,24,7,7,7,8,9,10,11,12,13,7,13,13,13,9,20,11,12,13,13,13,13,13,13,13,9,20,11,12,13,13,13,13,13,14,15,13
207014;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,14,15,13,15,17,16,19,18,15
207017;4,5,24,24,24,24,24,24,6,7,24,7,8,9,10,11,12,13,7,13,13,13,14,15,13,15,22,25,15
207020;4,5,24,24,24,24,24,24,6,7,24,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,14,15,13,15,15,15,15,15,15,15,15,15,15,15,19,17,16,18,15
207023;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,13,13,14,15,13,15,18,16,17,19,15
207026;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,15,13,15,26,15,26,26,26,26,26,15,26,15,18,17,16,19,15
207029;4,5,6,7,7,8,10,9,11,12,13,7,13,14,15,13,15,26,15,26,15,26,15,15,15,16,18,17,19,15
207032;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,14,15,13,15,26,15,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,15,26,15,26,15,26,26,26,15,26,15,26,15,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,15,26,15,26,15,26,26,26,26,26,26,26,26,26,26
207035;4,5,6,7,7,7,7,7,7,7,7,23
207038;4,5,24,24,24,24,6,7,24,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,22,7
207041;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,23,20
207044;4,5,24,24,6,7,24,7,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,20,23
207047;4,5,6,7,7,7,7,7,7,7,7,7,7,8,9,10,11,12,13,7,13,20,9,11,12,13,13,13,13,13,13,13,13,13,14,15,13,15,18,17,19,16,15
207050;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,14,15,13,15,18,16,17,19,15
207053;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,9,20,11,12,13,13,13,13,13,14,15,13,15,18,17,16,19,15
207056;4,5,22
207059;4,5,24,24,6,7,24,7,22,7
207062;4,5,22
207065;4,5,22
207068;4,5,22
207071;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,23,20,13
207074;4,5,22
207077;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,23,20,13
207080;4,5,22
207083;4,5,22
207086;4,5,6,7,7,7,7,23,7
207089;4,5,24,24,6,7,24,7,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,14,15,13,15,25,22,15
207092;4,5,22
207095;4,5,22
207098;4,5,24,24,22,24
207101;4,5,22
207104;4,5,22
207107;4,5,24,24,6,7,24,7,8,10,9,11,12,13,7,13,13,13,14,15,13,15,26,15,26,26,26,26,26,15,26,15,16,18,17,19,15
207110;4,5,22
207113;4,5,24,24,22,24
207116;4,5,6,7,7,7,7,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,14,15,13,15,26,15,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,15,26,15,26,15,26,26,26,26,26,26,26,26,26,15,26,15,25,22,15
207119;4,5,6,7,7,8,9,10,11,12,13,7,13,23,20,13
207122;4,5,22
207125;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,14,15,13,15,15,15,25,22,15
207128;4,5,24,24,24,24,6,7,24,7,7,7,7,7,7,7,8,9,10,11,12,13,7,13,13,13,14,15,13,15,17,18,19,16,15
207131;4,5,24,24,22,24
207134;4,5,24,24,6,7,24,7,7,7,7,7,8,22,7
207137;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,9,20,11,12,13,13,13,13,13,13,13,13,13,13,13,14,15,13,15,22,25,15
207140;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,14,15,13,15,26,15,26,26,26,26,26,15,26,15,18,17,19,16,15
207143;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,13,13,14,15,13,15,22,25,15
207146;4,5,22
207149;4,5,22
207152;4,5,24,24,24,24,6,7,24,7,7,7,7,7,7,7,7,7,7,7,23
207155;4,5,24,24,22,24
207158;4,5,24,24,22,24
207161;4,5,24,24,24,24,22,24
207164;4,5,24,24,22,24
207167;4,5,22
207170;4,5,24,24,6,7,24,7,7,7,23,7
207173;4,5,22
207176;4,5,22
207179;4,5,24,24,6,7,24,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,7
207182;4,5,22
207185;4,5,24,24,22,24
207188;4,5,22
207191;4,5,22
207194;4,5,6,7,7,7,7,23,7
207197;4,5,6,7,7,7,7,22,7
207200;4,5,6,7,7,7,7,7,7,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,14,15,13,15,18,17,16,19,15
207203;4,5,22
207206;4,5,24,24,22,24
207209;4,5,24,24,24,24,6,7,24,7,7,7,7,7,7,7,22,7
207212;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,20,9,11,12,13,13,13,13,13,13,13,13,13,14,15,13,15,26,15,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,15,26,15,15,15,26,15,26,26,26,20,23,26
207215;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,14,15,13,15,26,15,26,9,20,11,12,26,26,26,26,26,26,26,26,26,26,26,14,15,26,15,17,18,16,19,15
207218;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,23,20,13
207221;4,5,22
207224;4,5,22
207227;4,5,22
207230;4,5,22
207233;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,23,7
207236;4,5,24,24,22,24
207239;4,5,22
207242;4,5,24,24,6,7,24,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,14,15,13,15,25,22,15
207245;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,23,20
207248;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,14,15,13,15,18,19,17,16,15
207251;4,5,24,24,6,7,24,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,7
207254;4,5,6,7,7,7,7,7,7,8,10,9,11,12,13,7,13,9,20,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,25,22,13
207257;4,5,22
207260;4,5,6,7,7,7,7,8,10,9,11,12,13,7,13,13,13,14,15,13,15,15,15,15,15,15,15,15,15,15,15,15,15,26,15,26,26,26,15,26,15,26,15,26,26,26,26,26,26,26,26,26,15,26,15,26,15,26,26,26,26,26,26,26,26,26,15,26,15,15,15,17,18,19,16,15
207263;4,5,27,27,27,27,27,27,22,27
